,count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,count_emojis,sentiment
6473,23,0,0,3,1,1,0,positive
9843,22,1,0,1,1,0,0,neutral
6771,22,0,0,4,1,0,0,neutral
11318,23,1,0,0,2,0,0,neutral
4450,26,1,0,0,3,0,0,neutral
8138,14,2,0,1,2,0,0,neutral
14667,24,1,0,1,0,0,0,negative
7373,15,0,0,0,4,0,0,positive
12508,27,0,0,2,3,0,0,neutral
1140,14,0,0,0,0,0,0,negative
8219,23,1,0,0,1,0,0,negative
10489,25,0,0,0,0,1,0,neutral
4482,12,0,1,0,2,0,0,neutral
9977,28,0,0,0,0,0,0,positive
15049,15,1,0,0,0,0,0,negative
3279,22,0,0,0,1,0,0,negative
11492,26,0,0,0,0,0,0,neutral
8333,17,0,0,0,0,0,0,negative
10171,24,1,0,0,4,0,0,positive
13449,27,0,0,1,2,1,0,neutral
376,17,0,0,0,0,1,0,neutral
5363,12,1,0,0,0,0,0,neutral
14939,24,0,1,0,3,0,0,negative
13961,25,0,0,1,0,1,0,neutral
13080,23,0,0,0,3,0,0,negative
2725,23,1,1,2,0,1,0,positive
7145,10,0,1,0,0,0,0,neutral
12379,27,0,0,4,3,1,0,neutral
4810,12,0,0,0,1,0,0,positive
14909,24,2,0,0,0,0,0,neutral
14440,22,0,0,2,7,0,0,neutral
3165,26,0,0,2,0,1,0,neutral
14785,15,2,0,0,1,0,0,positive
8746,23,0,0,0,0,1,0,neutral
3244,32,0,0,1,0,0,0,positive
11771,20,1,0,0,1,0,0,positive
14441,19,0,0,0,1,0,0,negative
2594,26,0,1,0,1,0,0,positive
9574,25,0,0,1,0,1,0,positive
6980,26,0,1,0,1,1,0,neutral
8682,20,1,2,0,0,0,0,negative
8611,22,0,0,0,0,1,0,neutral
7418,30,0,0,1,0,0,0,neutral
14838,16,0,1,0,0,0,0,neutral
9624,26,0,0,1,0,0,0,positive
14187,12,0,0,4,0,0,0,positive
6542,26,0,1,2,0,0,0,negative
5043,25,0,2,0,0,0,0,neutral
13113,21,0,0,0,0,0,0,neutral
3044,17,1,0,0,0,0,0,positive
9690,21,0,0,0,0,0,0,positive
5764,24,0,0,0,0,0,0,neutral
1213,22,1,0,3,2,0,0,negative
10519,21,0,0,1,0,0,0,positive
15237,23,0,0,0,1,0,0,neutral
14490,9,0,0,0,0,0,0,neutral
10304,16,0,0,0,0,0,0,negative
450,23,0,0,1,1,1,0,positive
14567,21,1,0,0,1,0,0,neutral
9442,18,2,0,0,0,0,0,negative
13960,21,0,0,0,0,0,0,neutral
8285,17,1,0,0,0,0,0,neutral
15675,26,1,0,0,1,0,0,positive
8332,26,0,2,1,1,0,0,neutral
7876,19,0,1,0,0,0,0,positive
8712,23,0,2,2,1,0,0,negative
9594,24,0,0,1,0,1,0,neutral
6780,28,0,0,0,4,0,0,positive
14034,24,0,0,2,0,0,0,neutral
8841,25,0,0,0,0,0,0,neutral
6060,20,1,1,0,2,0,0,positive
5262,20,0,0,0,1,1,0,neutral
1827,18,1,0,0,1,0,0,negative
3010,6,0,0,0,0,0,0,neutral
12750,10,0,0,0,0,0,0,positive
3579,29,1,0,1,0,0,0,positive
642,20,0,1,0,0,1,0,neutral
7019,23,0,0,0,0,1,0,positive
5415,19,4,0,0,0,0,0,neutral
1396,27,0,1,0,1,0,0,negative
1315,21,1,0,0,1,0,0,positive
14209,18,0,0,0,0,1,0,neutral
3838,28,0,0,0,2,0,0,positive
8986,23,0,0,0,0,0,0,positive
2891,22,0,1,0,0,1,0,negative
13800,10,1,0,0,1,0,0,neutral
7121,8,0,0,0,2,0,0,positive
553,11,1,0,1,1,0,0,neutral
11587,24,0,0,1,1,0,0,neutral
5971,30,0,0,3,1,0,0,neutral
1979,18,1,0,0,0,0,0,positive
1100,16,0,2,0,0,0,0,neutral
3567,16,0,0,0,0,0,0,negative
4418,21,2,0,1,0,0,0,positive
13032,23,1,2,0,0,0,0,neutral
2466,26,0,0,0,2,1,0,positive
354,21,0,0,1,0,0,0,positive
4240,22,0,0,0,0,0,0,neutral
15956,27,1,0,0,0,0,0,positive
5759,21,0,0,0,0,0,0,neutral
7470,23,1,0,1,1,0,0,neutral
4648,13,0,0,0,2,0,0,neutral
10414,13,0,0,0,0,0,0,neutral
3559,15,0,0,0,0,0,0,neutral
6284,13,0,0,0,0,0,0,neutral
7954,27,0,2,0,0,0,0,neutral
3336,27,0,0,0,1,0,0,neutral
2133,26,0,0,2,2,0,0,positive
1782,22,0,0,0,1,1,0,positive
14571,28,0,0,0,1,0,0,positive
15515,18,0,0,0,0,1,0,neutral
13093,21,0,0,1,0,0,0,neutral
14655,18,0,1,0,0,0,0,positive
5248,22,0,0,0,0,1,0,neutral
14316,26,0,0,1,1,0,0,neutral
790,21,0,0,2,0,0,0,neutral
7825,18,0,0,0,0,0,0,positive
1438,26,0,0,0,0,0,0,positive
3195,22,1,1,0,0,1,0,neutral
8509,26,0,0,2,0,0,0,neutral
2269,25,0,1,0,0,0,0,negative
2583,21,4,0,0,0,0,0,neutral
12065,28,1,0,0,0,0,0,positive
1983,26,0,1,0,0,0,0,neutral
1617,25,0,0,0,2,0,0,neutral
8346,9,1,0,0,4,0,0,positive
13231,25,0,1,0,0,0,0,positive
10442,15,0,0,1,1,0,0,neutral
5869,26,1,0,0,1,0,0,positive
1870,18,4,0,0,0,1,0,neutral
3585,23,0,0,0,0,0,0,positive
13590,25,0,0,0,0,1,0,neutral
4723,26,0,1,4,0,1,0,neutral
15891,13,0,0,0,0,0,0,neutral
16006,25,0,0,5,1,0,0,positive
1583,22,2,0,0,5,0,0,positive
14795,10,0,0,1,1,0,0,neutral
1273,24,0,0,0,0,1,0,neutral
507,27,0,0,0,3,1,0,neutral
12483,10,0,0,0,0,0,0,neutral
13286,20,3,2,14,7,0,0,neutral
13382,29,1,0,0,0,0,0,neutral
4628,13,0,0,0,1,1,0,neutral
9876,15,1,0,0,0,0,0,neutral
16018,23,1,0,1,0,0,0,negative
6388,24,0,0,0,0,1,0,neutral
12823,30,0,0,0,0,0,0,neutral
4257,26,0,0,1,0,1,0,negative
15647,23,1,1,2,2,0,0,positive
5461,32,0,0,0,1,0,0,neutral
3110,29,0,0,1,0,0,0,neutral
14984,29,0,0,0,2,0,0,positive
12608,21,0,0,0,0,0,0,neutral
12737,27,0,0,0,0,0,0,neutral
13329,23,0,0,2,0,0,0,neutral
12417,23,0,0,0,2,0,0,positive
2946,22,0,0,0,0,0,0,neutral
5824,24,2,1,2,1,0,0,positive
4078,27,1,0,0,0,1,0,neutral
11001,21,0,0,1,0,0,0,negative
3728,23,0,0,1,6,0,0,negative
6740,22,0,1,0,0,1,0,neutral
5606,24,2,0,3,2,0,0,positive
121,15,0,0,0,0,0,0,neutral
11128,18,1,0,1,1,0,0,positive
1997,27,0,2,3,0,0,0,neutral
10878,25,1,1,2,0,1,0,neutral
3300,24,0,0,4,0,1,0,neutral
14200,21,0,2,0,1,1,0,neutral
5624,9,0,0,0,0,0,0,neutral
2375,12,1,0,0,0,0,0,neutral
9899,25,0,0,0,0,1,0,positive
14342,16,0,0,0,0,0,0,negative
12042,15,0,0,0,0,1,0,positive
2833,20,2,0,2,0,0,0,positive
5124,28,0,0,0,0,0,0,negative
15152,23,1,0,0,0,0,0,positive
5582,26,0,1,0,0,0,0,neutral
12968,21,1,0,0,0,0,0,neutral
10786,9,0,0,0,0,0,0,negative
18,18,0,0,0,7,0,0,neutral
5870,18,0,0,2,0,0,0,negative
1872,25,0,0,0,0,1,0,positive
8607,22,0,0,1,0,0,0,neutral
15546,9,0,0,0,1,0,0,positive
12493,28,1,0,0,0,0,0,neutral
2236,22,0,0,0,2,0,0,positive
8383,26,1,0,0,0,1,0,neutral
312,27,1,0,0,0,0,0,neutral
6447,20,0,1,3,0,1,0,neutral
12007,14,0,0,0,0,0,0,neutral
3324,28,0,0,0,0,1,0,positive
9066,24,0,0,0,0,0,0,neutral
4002,27,0,1,1,0,1,0,neutral
3707,25,0,4,0,0,0,0,positive
5642,25,0,0,6,4,0,0,negative
13767,26,0,0,0,2,0,0,neutral
2716,23,0,1,1,4,0,0,positive
4371,26,0,0,3,0,1,0,neutral
7790,25,0,0,0,1,0,0,positive
2884,6,0,1,0,0,0,0,neutral
11085,19,1,0,1,0,0,0,neutral
8811,20,0,0,2,0,0,0,negative
3993,22,1,0,0,0,0,0,positive
7948,19,0,0,0,0,1,0,neutral
2454,23,0,1,0,0,0,0,neutral
2448,20,0,0,0,0,0,0,positive
12249,33,0,0,0,4,0,0,negative
5539,27,0,0,1,0,0,0,neutral
8388,18,1,0,0,2,0,0,positive
14531,25,1,0,2,1,0,0,neutral
15732,23,0,0,0,0,0,0,negative
11726,27,0,0,0,0,0,0,positive
15684,21,0,0,0,0,0,0,neutral
6147,25,0,0,0,0,1,0,neutral
10594,15,0,0,1,1,0,0,positive
1524,26,0,0,1,0,0,0,negative
10683,15,0,2,2,0,0,0,neutral
3880,20,0,0,0,1,0,0,positive
3722,26,0,0,1,0,1,0,positive
14629,24,1,0,0,2,0,0,positive
5883,17,0,0,0,1,0,0,neutral
4956,27,0,0,0,0,0,0,negative
3541,21,0,0,0,1,1,0,neutral
6965,23,0,2,1,0,0,0,negative
7937,19,1,0,1,1,0,0,neutral
9653,20,0,0,0,0,0,0,positive
12922,30,1,0,0,0,0,0,positive
11859,12,0,0,1,1,0,0,neutral
14576,19,0,0,1,0,1,0,neutral
11126,16,1,0,0,0,0,0,positive
6935,24,1,0,0,2,0,0,neutral
14540,22,1,0,1,1,0,0,neutral
394,27,1,0,2,1,0,0,neutral
7031,25,0,0,0,1,1,0,neutral
1572,20,0,0,0,1,0,0,neutral
11210,15,1,1,1,1,0,0,neutral
13869,11,0,0,0,0,0,0,neutral
1792,18,0,0,0,0,0,0,positive
6470,21,0,0,0,0,0,0,negative
8758,28,0,0,0,2,0,0,positive
15117,20,1,0,0,1,0,0,neutral
12744,8,0,1,0,0,0,0,neutral
14062,27,1,0,0,0,0,0,neutral
6883,24,0,0,0,0,1,0,positive
11566,13,1,0,0,0,0,0,neutral
10019,28,0,0,2,1,0,0,neutral
1340,25,0,0,0,2,0,0,positive
12035,21,0,0,0,1,0,0,positive
15418,25,0,0,1,1,1,0,neutral
15928,11,0,1,2,1,0,0,negative
5353,33,1,0,0,1,0,0,neutral
7039,15,1,0,0,0,0,0,positive
3600,24,0,0,0,0,1,0,neutral
5303,27,1,0,0,2,0,0,negative
5837,23,0,1,6,1,0,0,positive
13103,25,0,0,0,0,0,0,negative
15440,21,0,0,0,0,0,0,neutral
5428,22,0,0,0,0,0,0,positive
5266,24,1,0,5,4,0,0,positive
3975,23,0,1,0,0,0,0,positive
14862,26,1,0,2,2,0,0,positive
6298,13,0,0,0,0,0,0,positive
4730,19,2,0,1,0,0,0,positive
14847,22,0,0,0,0,1,0,neutral
13663,28,0,0,1,0,0,0,negative
6275,25,0,0,0,0,1,0,neutral
368,13,0,0,0,0,0,0,neutral
666,22,0,0,0,0,1,0,positive
242,24,0,0,0,4,0,0,positive
4410,16,2,0,1,1,0,0,neutral
13555,23,1,0,0,4,0,0,positive
5891,9,3,0,1,0,0,0,neutral
4269,27,1,0,3,2,1,0,neutral
168,30,1,0,1,0,0,0,neutral
7773,21,2,2,2,0,0,0,neutral
2756,6,0,0,0,0,0,0,neutral
4337,12,0,0,0,4,0,0,positive
15570,19,0,0,0,0,0,0,positive
2092,22,0,0,1,1,1,0,positive
13381,18,0,0,0,0,0,0,neutral
5312,26,0,0,1,0,1,0,neutral
11672,24,1,1,0,3,0,0,positive
3892,23,1,0,0,0,1,0,neutral
279,24,0,0,2,2,0,0,positive
8783,27,1,0,0,0,0,0,positive
3085,28,1,0,1,0,0,0,positive
10897,10,1,0,0,1,0,0,neutral
8994,21,0,0,0,0,1,0,neutral
7963,27,0,1,0,0,0,0,positive
2111,23,0,0,0,0,0,0,negative
3663,17,2,0,0,1,0,0,positive
11632,24,0,0,0,1,0,0,negative
10845,10,0,0,0,0,0,0,neutral
15392,27,0,1,0,0,0,0,positive
1391,17,2,0,0,4,0,0,negative
6599,21,0,0,0,1,0,0,positive
2948,24,0,0,0,1,0,0,positive
9908,25,0,0,1,0,1,0,neutral
8659,27,2,0,0,1,0,0,neutral
13336,29,0,1,1,0,0,0,negative
15601,20,0,2,0,1,0,0,positive
15591,15,1,0,0,0,0,0,neutral
10207,12,0,1,1,0,0,0,positive
13233,25,0,0,0,0,1,0,neutral
1372,22,0,0,0,2,1,0,neutral
11235,13,0,0,2,0,0,0,positive
3181,20,0,0,0,0,0,0,positive
2331,14,1,0,1,1,0,0,neutral
11319,23,1,0,0,1,0,0,neutral
601,22,0,0,5,1,0,0,neutral
408,25,1,0,0,1,0,0,positive
13307,25,0,0,1,0,0,0,positive
1545,19,1,0,0,0,1,0,neutral
6191,19,0,0,0,0,1,0,neutral
2704,23,0,0,0,0,0,0,negative
2932,15,0,0,0,0,0,0,negative
8684,26,0,1,0,0,0,0,positive
1068,20,0,0,0,0,0,0,positive
6383,14,1,0,0,0,0,0,neutral
7122,18,0,0,1,0,0,0,negative
6216,25,1,0,0,0,0,0,neutral
11760,18,1,0,0,0,0,0,positive
10069,26,0,0,1,0,1,0,negative
7161,20,1,0,0,2,0,0,positive
4547,12,0,0,0,3,0,0,negative
13452,19,1,0,1,0,0,0,neutral
14224,14,0,1,0,0,0,0,negative
5918,11,0,0,0,0,0,0,neutral
3962,15,0,0,0,0,0,0,neutral
1347,14,0,0,0,0,0,0,positive
13001,20,0,0,2,0,1,0,neutral
2102,23,0,0,0,0,1,0,positive
10993,16,0,0,1,12,0,0,neutral
2051,22,1,0,0,0,0,0,neutral
4603,13,0,0,1,0,0,0,positive
9576,11,0,0,0,1,0,0,positive
11886,24,1,0,1,0,0,0,positive
15633,26,0,0,0,2,1,0,positive
12796,19,1,0,0,0,0,0,negative
3661,13,0,0,0,0,0,0,positive
1536,23,0,0,0,0,0,0,negative
6410,23,1,0,0,0,0,0,neutral
7334,24,1,0,0,1,0,0,neutral
1388,20,0,0,3,0,0,0,neutral
308,24,0,0,12,1,1,0,neutral
4552,28,0,0,0,0,0,0,negative
6442,26,2,0,1,0,0,0,neutral
771,19,0,0,0,0,0,0,negative
13620,19,0,0,0,1,0,0,neutral
2347,22,2,0,1,0,0,0,positive
944,29,0,0,2,5,1,0,positive
5149,18,0,0,1,0,0,0,positive
7518,12,1,0,0,0,0,0,neutral
5674,26,0,0,0,0,0,0,neutral
15699,17,0,0,1,2,0,0,neutral
5403,28,1,0,0,0,0,0,neutral
9938,15,0,0,0,2,0,0,positive
12617,21,1,0,0,0,0,0,neutral
11711,23,1,0,0,0,0,0,negative
6752,17,0,0,1,1,0,0,negative
3803,24,0,0,0,4,0,0,positive
6457,12,0,0,1,0,0,0,neutral
7725,26,0,0,0,1,1,0,positive
7735,24,0,0,1,1,0,0,neutral
11758,14,0,0,1,1,0,0,neutral
3200,16,0,0,1,0,1,0,neutral
6929,27,1,0,2,0,0,0,positive
11481,23,0,0,0,1,1,0,neutral
3174,20,1,0,0,0,0,0,negative
997,23,0,0,3,1,0,0,positive
10490,24,0,0,0,0,0,0,neutral
6044,27,0,0,1,1,0,0,negative
6580,18,0,1,0,1,0,0,neutral
2602,8,0,0,0,1,0,0,negative
5226,21,1,0,0,0,0,0,neutral
12604,20,0,0,0,1,1,0,neutral
12017,14,1,0,1,4,0,0,positive
3631,19,2,0,0,0,0,0,neutral
5302,22,1,1,0,3,0,0,neutral
9038,19,0,1,0,0,0,0,negative
3750,15,0,0,0,0,0,0,neutral
1757,17,0,0,0,0,0,0,positive
6454,24,0,0,0,2,1,0,positive
5145,17,1,0,0,0,0,0,neutral
1521,13,1,0,0,0,1,0,positive
156,18,0,1,0,0,1,0,neutral
3451,19,0,1,1,1,1,0,positive
3638,25,0,1,1,0,1,0,neutral
8377,18,1,0,1,0,0,0,positive
12,26,0,0,1,0,1,0,neutral
15160,21,0,0,0,0,1,0,neutral
12412,25,1,0,0,1,0,0,positive
15012,23,0,0,0,0,0,0,neutral
13272,23,0,0,0,0,1,0,neutral
15572,26,1,0,0,0,0,0,neutral
9484,23,0,3,2,0,0,0,neutral
13933,23,0,0,0,2,0,0,neutral
3153,26,0,0,0,0,1,0,positive
2727,23,2,0,1,0,0,0,positive
11703,23,0,0,0,0,1,0,neutral
5654,20,0,0,0,5,0,0,positive
4869,22,0,1,1,3,0,0,positive
14323,15,1,0,0,0,0,0,positive
6391,11,0,0,0,1,0,0,neutral
14574,19,0,0,0,0,0,0,neutral
10868,26,0,0,0,0,0,0,positive
12053,25,0,0,0,0,1,0,positive
15872,24,0,2,1,0,0,0,negative
14258,27,1,0,0,4,0,0,negative
1585,20,0,0,1,0,1,0,neutral
2825,28,0,1,1,0,1,0,neutral
11781,23,0,0,0,1,1,0,positive
7608,26,1,0,0,1,0,0,positive
11959,27,0,0,2,0,1,0,positive
622,32,0,0,0,0,0,0,positive
7206,19,0,0,1,0,1,0,neutral
3809,25,1,0,0,0,0,0,positive
4317,24,1,0,0,0,0,0,neutral
15861,22,0,1,0,0,0,0,positive
3450,12,0,0,0,0,0,0,neutral
208,27,0,0,2,0,0,0,neutral
7320,23,0,0,0,0,0,0,neutral
3041,11,0,1,0,0,0,0,positive
10839,25,0,0,1,0,0,0,positive
2708,23,0,0,1,0,0,0,neutral
12842,19,2,0,0,0,0,0,positive
5603,24,0,1,0,0,0,0,neutral
9751,24,1,0,0,0,0,0,positive
1539,18,0,0,0,2,0,0,negative
11036,27,0,0,0,0,1,0,neutral
3008,27,1,0,0,3,0,0,positive
7107,17,0,0,0,0,0,0,neutral
3124,24,0,0,0,0,2,0,neutral
1415,22,0,0,0,0,0,0,negative
539,16,2,0,0,3,0,0,positive
11955,21,0,0,0,0,1,0,positive
13387,24,0,0,0,0,0,0,positive
14998,18,1,0,0,0,0,0,negative
8713,16,0,1,1,0,0,0,positive
10935,22,0,0,1,3,0,0,positive
6954,14,0,0,0,0,0,0,neutral
8486,23,1,0,0,0,0,0,neutral
132,28,1,0,1,0,0,0,positive
516,26,1,0,1,2,0,0,positive
8859,14,0,2,0,0,0,0,positive
15064,24,0,1,1,0,0,0,negative
2143,29,0,0,1,0,0,0,negative
6968,16,0,0,0,1,0,0,positive
8049,25,0,0,0,1,0,0,negative
5423,25,1,0,0,0,0,0,neutral
955,25,1,0,0,0,0,0,negative
11865,12,0,0,0,0,0,0,neutral
13429,23,2,0,3,0,0,0,neutral
11725,25,0,0,0,9,1,0,positive
8683,29,1,0,0,0,1,0,positive
14673,23,0,1,0,1,0,0,negative
265,23,0,0,1,0,0,0,negative
1621,24,0,0,0,2,0,0,negative
10233,19,1,1,0,0,1,0,neutral
780,19,0,0,3,0,0,0,negative
76,24,0,0,1,0,1,0,neutral
12221,22,0,0,0,1,0,0,neutral
8462,25,0,0,0,2,0,0,neutral
12641,13,1,0,0,0,0,0,neutral
3949,18,0,0,0,1,0,0,positive
9844,17,0,0,0,1,0,0,positive
4936,15,1,0,0,4,0,0,neutral
932,24,1,0,0,0,0,0,positive
13243,27,1,0,0,1,0,0,neutral
1893,17,1,0,0,0,0,0,neutral
9513,17,1,0,0,1,0,0,positive
353,21,1,0,0,1,1,0,neutral
8699,19,0,1,1,0,0,0,neutral
8181,12,0,0,1,0,0,0,negative
7980,31,0,0,2,0,0,0,neutral
4476,12,1,0,0,2,0,0,positive
8425,14,0,0,0,0,0,0,positive
5762,10,0,0,0,1,0,0,negative
5597,24,1,1,1,0,0,0,negative
13816,16,1,0,0,2,0,0,positive
656,9,1,0,2,1,0,0,positive
5587,27,1,0,0,0,0,0,neutral
5393,28,0,0,3,0,0,0,positive
2735,25,0,0,1,0,0,0,neutral
9992,25,0,0,0,0,1,0,positive
12573,26,0,0,2,0,0,0,neutral
4275,4,0,0,0,1,0,0,neutral
5442,24,1,0,0,0,0,0,neutral
7448,13,0,0,0,0,1,0,positive
3503,15,2,0,0,0,0,0,positive
2455,10,1,0,0,0,0,0,neutral
2659,4,0,0,0,0,0,0,positive
11322,18,1,0,0,1,0,0,positive
6593,17,2,0,0,3,0,0,neutral
13667,22,1,0,0,0,0,0,neutral
7347,24,0,0,0,0,1,0,neutral
114,26,1,0,0,0,0,0,negative
14239,15,1,2,1,5,0,0,positive
13658,24,0,1,0,1,0,0,neutral
4672,23,0,0,4,2,0,0,neutral
14472,29,0,0,2,1,0,0,neutral
3095,28,0,0,0,1,0,0,negative
15110,22,0,0,0,0,0,0,neutral
3252,19,0,0,0,0,0,0,negative
14589,25,0,0,1,0,1,0,neutral
770,22,1,2,0,0,1,0,neutral
9850,28,2,0,5,2,0,0,positive
7115,23,2,0,0,0,0,0,positive
104,23,0,1,0,3,0,0,positive
12458,17,0,0,0,0,0,0,positive
11912,23,1,0,0,3,0,0,positive
13251,26,0,0,1,3,0,0,neutral
8018,28,0,1,0,1,0,0,negative
4609,27,1,1,1,0,0,0,negative
7337,24,0,0,0,0,1,0,neutral
13633,21,1,0,0,0,0,0,neutral
10058,22,1,0,0,1,0,0,neutral
10382,19,0,1,1,0,0,0,negative
8485,27,1,0,0,1,0,0,neutral
11237,24,1,0,0,1,0,0,neutral
15612,15,1,0,0,0,0,0,positive
13857,28,0,1,0,1,0,0,neutral
15333,25,0,0,0,5,0,0,negative
4772,20,0,0,1,0,1,0,negative
6810,20,0,0,0,0,0,0,negative
3737,24,0,0,0,1,0,0,positive
4777,24,0,0,0,0,1,0,neutral
2334,19,0,0,1,0,0,0,neutral
8589,22,0,0,0,4,0,0,neutral
14204,12,0,0,0,0,0,0,positive
10206,25,0,0,0,3,0,0,neutral
8601,30,0,0,0,0,0,0,neutral
22,17,1,0,0,2,0,0,positive
10275,15,0,0,0,0,0,0,neutral
6082,23,0,0,0,1,1,0,positive
11878,16,0,0,1,0,1,0,neutral
8725,11,1,2,0,1,0,0,positive
3308,22,0,0,2,0,1,0,neutral
2169,25,0,0,0,0,0,0,positive
14350,20,0,0,1,0,0,0,neutral
9471,25,1,0,0,1,0,0,neutral
3191,12,1,2,0,1,0,0,positive
5569,10,0,0,0,0,0,0,neutral
1060,11,0,0,0,3,0,0,negative
5641,15,1,0,1,3,0,0,negative
4622,27,0,0,0,0,1,0,positive
11731,25,0,0,0,2,0,0,positive
13298,29,1,0,0,0,0,0,positive
6359,18,0,1,1,0,0,0,positive
5516,18,0,0,2,1,0,0,neutral
15053,17,3,0,0,1,0,0,neutral
6689,26,1,1,1,0,0,0,neutral
9328,20,0,3,0,0,0,0,positive
10712,22,0,0,0,1,1,0,neutral
6065,19,1,0,0,2,0,0,positive
27,18,1,0,1,0,0,0,negative
6581,22,1,0,0,0,0,0,neutral
1726,16,0,0,0,0,0,0,neutral
7356,25,0,0,0,0,0,0,positive
13402,11,0,0,0,0,1,0,positive
4597,27,0,0,0,0,0,0,negative
15853,16,1,0,0,2,0,0,negative
15102,11,1,0,0,4,0,0,neutral
9754,24,1,0,0,0,0,0,positive
9098,24,0,0,0,0,0,0,positive
128,25,1,1,0,0,0,0,negative
3783,23,0,1,0,0,0,0,positive
6248,28,0,0,0,1,0,0,neutral
11640,22,4,1,0,1,0,0,positive
15111,21,0,0,0,0,0,0,negative
12116,27,0,0,0,0,1,0,neutral
15772,14,1,0,0,1,0,0,neutral
11244,22,0,1,0,1,0,0,neutral
13413,20,0,0,1,0,0,0,neutral
13339,25,0,0,0,1,0,0,neutral
4811,16,0,0,0,0,0,0,negative
10257,19,1,0,1,6,0,0,positive
2405,16,0,0,0,0,0,0,neutral
14066,18,0,0,0,0,0,0,negative
8465,24,0,0,9,0,1,0,positive
9654,25,0,0,1,1,0,0,neutral
14772,20,1,0,0,1,0,0,positive
3219,19,2,0,0,2,1,0,positive
4358,23,1,0,2,2,0,0,negative
14367,14,0,0,1,0,0,0,neutral
3335,24,1,0,0,0,0,0,positive
4639,10,1,0,0,0,0,0,negative
15330,30,1,0,1,4,0,0,neutral
13292,12,0,0,0,0,0,0,neutral
13512,17,0,2,1,0,1,0,neutral
8322,24,0,1,1,0,0,0,negative
13737,16,1,0,0,1,0,0,positive
7921,12,0,0,0,1,1,0,positive
8852,26,0,0,0,0,0,0,negative
3863,17,1,0,0,0,0,0,neutral
14811,26,0,0,1,0,0,0,negative
12834,26,0,0,0,0,0,0,negative
3341,28,1,0,1,0,0,0,positive
15830,27,0,1,0,0,0,0,neutral
7009,27,0,1,2,1,0,0,neutral
9556,23,0,0,0,0,1,0,neutral
294,18,0,0,0,1,0,0,neutral
11932,24,0,0,0,0,0,0,neutral
15194,19,0,0,0,0,0,0,neutral
12607,9,0,0,0,0,0,0,neutral
2621,23,0,0,1,0,1,0,neutral
15189,13,1,0,0,1,0,0,neutral
14090,18,1,0,0,2,0,0,negative
8619,22,0,0,0,0,0,0,neutral
6336,23,0,0,2,4,0,0,neutral
3935,14,2,0,0,1,0,0,positive
7894,29,1,0,0,1,0,0,positive
15953,16,0,0,0,0,0,0,negative
10829,17,0,0,0,1,0,0,positive
12413,21,0,0,1,0,0,0,neutral
12028,23,0,0,2,0,1,0,positive
9106,23,0,2,1,0,0,0,negative
10798,23,0,1,1,0,0,0,neutral
1942,19,1,0,0,0,0,0,positive
3460,25,0,0,0,0,0,0,neutral
9523,16,0,0,0,0,1,0,neutral
493,22,0,0,5,4,1,0,neutral
10870,28,1,0,0,0,0,0,neutral
12889,16,0,0,1,1,1,0,neutral
14599,12,1,0,0,2,0,0,positive
2618,6,0,0,0,1,0,0,positive
14535,28,0,0,0,1,1,0,neutral
4045,20,1,1,1,0,1,0,neutral
1491,20,1,0,1,1,0,0,neutral
852,15,0,0,0,1,0,0,neutral
11867,16,0,0,0,0,0,0,neutral
11057,26,0,1,1,1,0,0,negative
7748,16,0,0,0,0,0,0,positive
14578,22,0,0,1,0,0,0,neutral
6683,21,0,2,1,0,0,0,neutral
6987,17,0,1,0,1,0,0,positive
11876,24,0,0,2,0,1,0,neutral
11634,23,3,1,0,0,0,0,positive
11163,29,1,0,0,0,0,0,positive
3713,13,0,0,1,3,0,0,positive
12697,13,0,0,0,0,0,0,positive
9581,24,1,0,0,1,1,0,negative
793,17,0,0,0,0,0,0,neutral
10562,15,0,0,0,1,0,0,neutral
7811,24,0,0,0,0,1,0,neutral
7412,25,0,0,0,0,0,0,neutral
2649,22,0,0,0,0,0,0,negative
11850,16,0,1,1,0,0,0,positive
3688,15,0,0,0,0,0,0,neutral
140,27,1,0,0,3,0,0,positive
9017,13,0,0,0,1,0,0,positive
119,16,0,2,0,0,1,0,neutral
87,27,0,0,0,0,0,0,neutral
1344,12,0,1,0,0,0,0,neutral
7202,25,0,1,0,0,0,0,negative
8283,23,1,0,0,1,0,0,positive
9024,22,1,0,1,1,0,0,positive
7563,25,2,0,0,0,0,0,positive
11864,23,0,0,1,1,1,0,positive
2531,19,0,1,0,1,0,0,neutral
5928,29,0,0,1,0,0,0,positive
9203,6,1,0,0,0,0,0,positive
9823,26,0,0,0,0,0,0,neutral
7340,17,1,0,1,1,0,0,neutral
3552,26,0,1,0,0,1,0,neutral
1772,23,0,3,0,1,0,0,positive
9969,28,0,0,1,1,0,0,neutral
1945,28,0,0,0,5,0,0,positive
12852,25,0,0,0,0,1,0,neutral
6704,20,2,0,1,2,0,0,negative
9718,15,1,0,0,1,0,0,neutral
12507,26,0,0,0,0,0,0,negative
4914,17,2,0,3,2,0,0,neutral
315,24,1,0,0,0,0,0,neutral
4455,25,0,2,1,0,1,0,neutral
14291,13,1,0,0,1,0,0,neutral
11055,14,0,0,0,0,0,0,positive
13435,22,2,0,1,0,0,0,neutral
13006,20,0,0,2,1,0,0,positive
7467,21,0,0,2,3,1,0,neutral
7429,22,1,0,0,0,0,0,neutral
3298,10,0,0,0,1,0,0,neutral
