,count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,count_emojis,sentiment
9362,25,0,1,0,0,0,0,positive
11189,11,0,0,0,0,0,0,neutral
417,22,0,3,2,1,0,0,negative
1331,17,2,0,0,1,0,0,positive
4779,17,0,0,1,3,0,0,positive
9782,25,0,0,0,5,0,0,positive
3149,26,0,0,0,1,0,0,positive
9909,26,0,0,1,0,0,0,positive
9233,21,0,0,0,0,0,0,negative
531,24,0,0,0,4,0,0,positive
8764,17,1,0,0,0,0,0,positive
13278,11,0,0,0,0,0,0,positive
14505,25,0,1,2,3,0,0,positive
12108,27,0,0,0,1,0,0,positive
13951,26,0,0,2,2,0,0,positive
12091,27,0,0,0,0,1,0,negative
15370,25,0,0,2,0,1,0,positive
5775,14,0,0,0,0,0,0,negative
14779,12,0,1,0,0,0,0,positive
15914,22,1,0,1,1,0,0,negative
249,21,1,0,1,0,0,0,positive
12920,23,0,0,0,0,0,0,negative
15436,23,0,0,0,0,1,0,negative
5330,17,0,0,0,1,1,0,neutral
307,29,0,0,1,1,0,0,negative
1794,21,0,0,2,1,0,0,neutral
14634,20,0,1,0,2,0,0,positive
9055,22,1,1,0,0,0,0,neutral
14274,21,0,0,1,0,1,0,neutral
15422,26,0,0,1,0,0,0,neutral
184,17,0,3,1,0,0,0,negative
2655,29,0,0,0,0,1,0,positive
697,14,0,0,0,0,0,0,neutral
3210,13,1,0,0,1,0,0,positive
1479,17,0,1,1,1,1,0,positive
7109,23,1,0,1,1,0,0,positive
11116,23,0,0,2,0,1,0,positive
15607,12,0,0,0,0,0,0,neutral
10931,22,0,1,0,1,1,0,positive
8839,24,1,0,0,0,1,0,positive
3182,27,0,0,0,0,1,0,neutral
8924,30,0,1,7,0,1,0,positive
7708,14,0,0,3,3,0,0,positive
15058,27,1,0,0,1,0,0,positive
15510,27,0,0,0,0,0,0,negative
64,28,1,0,0,0,0,0,neutral
3152,24,0,1,0,2,1,0,positive
2047,26,0,0,0,0,1,0,neutral
12137,24,0,0,1,1,0,0,positive
3876,14,1,0,0,0,0,0,negative
8868,28,0,0,1,0,0,0,neutral
11736,26,0,0,2,0,1,0,neutral
9968,22,1,0,0,0,1,0,positive
4205,24,0,0,0,0,0,0,positive
95,14,0,0,0,0,1,0,neutral
6282,17,0,1,0,1,0,0,neutral
340,24,0,2,0,0,1,0,neutral
1131,23,1,0,1,0,0,0,neutral
1959,15,0,0,0,1,0,0,negative
13849,13,1,0,1,0,0,0,positive
10924,14,1,1,1,1,0,0,neutral
11133,14,1,0,0,0,0,0,positive
2516,20,1,1,0,0,0,0,positive
9555,30,0,1,5,0,0,0,positive
71,23,0,1,1,0,1,0,neutral
13437,12,0,1,2,0,0,0,neutral
7542,25,0,0,0,0,0,0,neutral
5666,28,1,0,0,1,0,0,positive
3286,23,0,1,1,0,0,0,neutral
10883,26,0,0,0,0,1,0,neutral
9259,23,0,1,0,0,0,0,positive
3412,18,4,0,0,0,0,0,neutral
13908,20,0,0,0,0,0,0,neutral
11724,26,0,1,1,0,0,0,negative
13978,23,1,0,0,0,0,0,negative
9632,30,0,0,0,2,0,0,neutral
4293,26,0,0,1,0,1,0,neutral
9243,22,0,1,0,0,0,0,neutral
15173,23,1,0,0,1,0,0,positive
4019,13,0,1,0,0,0,0,positive
2782,21,1,0,0,2,1,0,positive
8038,31,1,0,2,1,0,0,positive
9633,19,0,0,0,0,0,0,positive
7207,10,0,0,0,0,0,0,positive
11806,17,0,1,1,0,0,0,positive
1628,24,0,4,0,0,0,0,positive
12755,22,0,0,0,0,0,0,neutral
13090,30,0,0,6,0,1,0,positive
6898,14,0,2,2,0,0,0,positive
10137,23,1,0,1,0,1,0,neutral
15241,23,0,0,0,0,1,0,neutral
11676,24,0,0,0,0,0,0,positive
11923,11,1,0,0,0,0,0,positive
6939,22,1,1,2,1,0,0,negative
3175,12,0,0,0,0,0,0,neutral
14728,9,1,0,0,0,0,0,neutral
4745,22,1,0,0,0,0,0,neutral
2151,28,0,2,2,1,0,0,neutral
12224,23,0,0,0,0,1,0,positive
7676,12,0,0,0,0,0,0,neutral
5636,21,2,0,0,0,0,0,positive
1626,22,0,0,1,0,1,0,negative
8379,18,0,0,0,0,0,0,positive
5041,29,0,0,1,0,0,0,neutral
582,25,0,0,2,0,0,0,neutral
12978,26,0,0,0,1,0,0,negative
4831,22,2,0,2,0,0,0,neutral
10920,28,0,0,1,1,0,0,positive
7891,24,0,1,0,0,0,0,negative
7104,28,0,0,0,1,2,0,neutral
6675,22,1,0,0,1,0,0,positive
15963,27,0,1,0,0,0,0,positive
10756,28,0,0,1,1,1,0,positive
8985,20,0,0,0,0,1,0,neutral
5381,24,0,0,0,1,0,0,neutral
7861,27,1,0,3,1,0,0,negative
6169,18,0,0,0,0,1,0,positive
7981,26,0,0,3,1,0,0,positive
11951,23,1,0,0,0,0,0,neutral
1743,18,0,0,1,3,0,0,negative
6988,14,1,0,1,0,0,0,negative
12719,18,2,0,0,3,0,0,positive
14596,23,0,0,0,0,0,0,positive
15586,25,0,0,0,1,1,0,positive
617,24,0,0,0,1,0,0,neutral
1921,27,0,0,1,0,1,0,negative
10270,22,1,0,2,0,0,0,neutral
14529,22,0,0,2,0,1,0,neutral
5645,16,1,0,0,0,0,0,positive
1901,23,2,0,0,1,0,0,positive
4895,24,0,0,2,0,0,0,negative
14305,28,0,0,0,0,1,0,neutral
262,21,0,0,3,5,1,0,positive
7016,15,0,0,1,0,1,0,positive
12596,27,0,0,1,0,0,0,neutral
7967,27,1,0,0,0,0,0,neutral
14676,19,0,1,0,0,0,0,positive
6343,29,1,0,0,1,0,0,positive
164,25,0,0,0,2,0,0,positive
3852,22,0,0,0,0,1,0,neutral
9060,24,1,0,0,1,0,0,negative
9907,19,1,0,0,0,1,0,positive
12285,26,0,0,0,2,0,0,positive
7840,7,0,0,1,0,0,0,positive
960,23,0,0,0,0,1,0,neutral
9419,15,0,2,0,0,0,0,neutral
3835,26,0,0,0,0,0,0,neutral
6029,22,1,0,0,1,0,0,neutral
4627,17,0,1,0,0,0,0,neutral
5217,22,0,1,2,0,1,0,neutral
12699,30,0,0,0,0,0,0,neutral
2668,24,1,0,2,1,1,0,neutral
13267,13,0,0,0,0,0,0,positive
6392,15,0,0,1,0,0,0,positive
10682,20,0,0,0,1,0,0,positive
5529,19,0,0,0,0,0,0,positive
1881,14,0,0,1,2,0,0,neutral
4896,28,0,1,3,0,0,0,positive
4624,13,1,0,0,2,0,0,positive
496,26,0,0,1,1,1,0,positive
334,20,0,1,0,0,0,0,positive
1700,8,0,0,2,1,0,0,positive
5044,21,1,0,1,2,1,0,neutral
10669,17,2,0,1,1,0,0,positive
8771,27,1,0,0,0,0,0,neutral
453,21,2,0,0,0,1,0,neutral
5936,17,1,2,0,1,0,0,positive
14408,28,1,0,0,2,0,0,neutral
6755,15,0,0,0,0,0,0,positive
5711,24,0,3,0,0,0,0,positive
2597,21,0,3,1,0,0,0,positive
9215,9,0,1,0,0,0,0,positive
15479,25,0,0,0,0,1,0,neutral
12421,17,0,0,0,6,0,0,neutral
1780,13,0,1,1,2,0,0,positive
13229,24,0,0,0,1,1,0,neutral
1805,21,0,0,0,0,0,0,positive
139,22,0,0,2,3,1,0,neutral
965,20,1,0,0,3,0,0,positive
9458,28,0,0,1,0,1,0,negative
5923,25,0,0,0,3,0,0,positive
8997,5,0,0,0,0,0,0,positive
6285,21,1,0,0,2,0,0,positive
9674,23,0,0,0,0,1,0,negative
8326,25,0,3,2,0,1,0,neutral
3121,26,0,0,1,0,1,0,positive
2142,24,0,1,1,2,0,0,neutral
4302,23,0,0,1,0,0,0,positive
13186,23,0,0,0,0,0,0,positive
2942,25,0,3,3,3,0,0,neutral
4950,22,0,0,1,0,0,0,positive
11360,12,0,0,0,0,1,0,neutral
9332,13,1,0,1,0,0,0,positive
9369,23,0,1,1,0,1,0,neutral
15596,20,0,1,0,0,0,0,negative
1109,24,0,0,0,0,0,0,positive
13171,18,1,2,1,4,0,0,positive
10354,12,1,0,1,1,0,0,neutral
15560,18,0,0,0,0,0,0,positive
3340,25,0,0,0,0,1,0,negative
15452,27,0,1,3,0,1,0,neutral
8785,23,1,0,0,1,0,0,positive
10342,25,0,0,0,4,0,0,positive
12022,21,0,0,11,4,0,0,positive
15388,17,1,0,0,1,0,0,positive
12196,23,0,2,0,0,1,0,neutral
9313,14,0,1,0,0,0,0,negative
8937,24,0,0,0,0,1,0,positive
12787,21,0,1,0,0,2,0,neutral
7239,22,0,0,1,1,1,0,positive
15726,23,0,0,4,1,0,0,neutral
11434,20,0,0,1,1,1,0,positive
13862,26,1,1,2,0,0,0,positive
10066,26,0,0,0,0,1,0,neutral
3524,14,0,0,0,0,0,0,neutral
10570,25,0,0,0,1,0,0,neutral
14982,20,1,0,5,6,0,0,positive
3866,26,0,0,0,0,1,0,positive
2987,24,0,0,3,0,1,0,negative
9730,30,0,0,0,0,0,0,negative
9472,20,0,1,0,0,1,0,positive
758,31,0,0,0,0,0,0,neutral
15949,18,0,0,0,0,0,0,negative
475,20,2,0,0,0,0,0,positive
12287,13,0,0,0,0,0,0,positive
12751,23,0,0,0,2,1,0,positive
1987,24,2,0,1,1,0,0,neutral
10855,16,0,0,1,2,1,0,positive
3763,33,1,0,0,0,0,0,neutral
12774,21,0,2,0,0,0,0,positive
6896,22,0,0,1,0,0,0,positive
15907,21,0,0,0,0,0,0,neutral
9796,17,1,0,0,1,0,0,positive
11007,19,0,0,0,1,0,0,neutral
12063,15,1,1,0,0,0,0,neutral
9670,22,0,0,0,1,1,0,neutral
9429,8,0,0,0,1,0,0,positive
6124,21,0,1,0,1,1,0,neutral
903,22,0,0,2,0,0,0,negative
10700,21,1,0,0,2,0,0,positive
14873,27,0,0,1,0,0,0,negative
434,13,0,0,3,2,0,0,neutral
4436,8,0,0,0,0,0,0,neutral
10567,24,0,1,0,0,1,0,positive
10251,13,0,1,0,0,0,0,neutral
13531,22,0,0,1,0,0,0,positive
3237,21,0,0,10,1,1,0,negative
4010,19,0,0,0,0,0,0,positive
10243,27,0,0,0,1,0,0,positive
13327,19,0,0,0,0,0,0,neutral
15777,25,2,0,0,1,0,0,neutral
6502,26,0,0,1,0,0,0,positive
727,25,0,2,2,2,0,0,positive
700,19,1,0,0,0,0,0,positive
14125,23,0,1,0,0,1,0,neutral
8678,26,2,0,1,0,0,0,positive
1447,22,0,3,0,0,0,0,positive
12006,20,0,0,5,4,0,0,positive
4948,19,0,0,0,1,0,0,positive
15900,24,0,0,0,0,0,0,neutral
6584,25,0,1,0,0,1,0,neutral
4771,17,3,2,0,1,0,0,neutral
2237,16,0,1,1,0,0,0,neutral
12837,25,0,0,0,0,0,0,negative
6653,22,0,1,0,0,0,0,neutral
15882,25,0,0,1,0,1,0,neutral
11431,25,0,0,3,0,1,0,negative
295,25,0,0,1,0,0,0,positive
8568,25,0,0,0,3,1,0,positive
5526,29,0,0,0,1,1,0,neutral
9151,25,0,2,0,0,1,0,neutral
12204,22,1,0,1,0,1,0,neutral
9081,25,0,1,0,0,0,0,neutral
7977,17,0,0,2,2,0,0,neutral
11593,22,0,0,0,0,1,0,positive
842,21,0,0,0,0,1,0,positive
3510,26,0,0,0,0,1,0,positive
157,30,0,0,0,1,0,0,negative
3666,11,0,0,0,2,0,0,negative
2510,21,0,0,0,0,0,0,positive
10738,23,2,0,0,0,1,0,positive
10853,23,0,0,1,0,0,0,positive
10752,24,0,0,0,0,1,0,positive
11094,25,0,0,0,0,0,0,positive
12083,27,0,0,1,1,0,0,positive
1201,23,0,0,0,0,1,0,neutral
1958,28,0,0,6,0,0,0,positive
9135,21,0,0,1,0,1,0,neutral
6103,23,0,0,0,0,1,0,positive
9422,26,0,0,2,0,1,0,neutral
4372,30,0,0,5,0,0,0,neutral
6292,13,0,0,1,0,0,0,positive
3247,21,4,1,0,0,0,0,positive
12539,26,0,0,2,1,0,0,neutral
190,24,0,1,0,0,0,0,negative
10895,18,1,1,0,5,0,0,neutral
10215,22,0,0,0,0,0,0,negative
5591,21,0,0,1,0,0,0,neutral
8175,26,1,0,0,0,0,0,positive
2854,23,0,2,1,0,0,0,positive
8311,30,0,0,5,2,0,0,negative
15719,30,1,0,0,1,0,0,positive
10377,28,0,0,0,2,0,0,positive
14192,24,1,0,0,6,0,0,positive
424,15,0,1,0,0,0,0,negative
15134,18,1,1,0,0,0,0,positive
3159,22,1,0,0,1,0,0,positive
9048,29,1,0,16,4,0,0,negative
1686,28,0,0,1,0,1,0,neutral
14007,28,0,1,3,1,0,0,positive
3847,23,0,0,0,1,0,0,negative
14713,27,1,0,0,4,0,0,positive
7834,24,0,0,0,0,0,0,negative
2829,23,0,0,0,0,1,0,neutral
9832,17,2,0,0,1,0,0,positive
364,21,0,1,0,2,0,0,positive
2414,28,0,0,0,0,0,0,neutral
1338,28,1,0,3,1,0,0,neutral
10288,24,4,0,0,1,1,0,positive
16002,24,1,0,0,1,0,0,neutral
9314,24,0,0,1,0,1,0,neutral
3402,31,0,0,1,1,0,0,positive
10941,23,0,1,1,1,0,0,neutral
7662,23,0,0,0,0,0,0,positive
12906,30,2,0,3,0,0,0,neutral
614,25,0,0,0,0,1,0,neutral
3539,19,0,0,0,1,0,0,positive
8335,27,1,0,0,2,1,0,neutral
648,22,0,0,0,0,0,0,positive
4748,19,0,0,0,1,0,0,positive
10534,26,0,0,1,2,1,0,neutral
3230,25,0,0,0,0,0,0,positive
9990,19,0,0,0,0,2,0,neutral
13707,23,0,0,3,3,1,0,positive
2254,25,0,0,9,2,1,0,neutral
3804,13,0,0,0,0,0,0,negative
2260,22,1,0,0,0,0,0,neutral
6453,20,0,0,0,0,0,0,neutral
4124,23,1,0,0,1,0,0,positive
10837,11,0,0,0,1,0,0,neutral
2298,13,0,0,0,0,0,0,positive
2928,31,0,0,0,0,0,0,neutral
15679,24,1,0,0,0,1,0,positive
9204,24,2,0,0,0,0,0,neutral
2861,26,0,0,1,3,0,0,neutral
11108,21,0,0,0,1,0,0,neutral
14357,24,0,0,0,0,1,0,neutral
1046,10,1,0,1,0,0,0,neutral
12429,18,1,0,0,0,0,0,neutral
2150,17,0,2,1,0,0,0,negative
4699,26,0,0,0,1,0,0,positive
13195,28,1,0,0,0,0,0,positive
2505,17,0,0,1,1,0,0,positive
7449,26,0,1,0,0,1,0,positive
15144,25,0,0,0,1,0,0,positive
4921,21,0,0,0,0,1,0,neutral
15420,23,0,0,0,0,0,0,neutral
14309,27,0,0,0,0,1,0,neutral
14035,12,0,1,4,2,0,0,neutral
5812,20,1,1,0,1,0,0,neutral
14428,24,0,1,0,0,1,0,neutral
4995,13,1,0,1,0,0,0,neutral
15523,20,0,1,0,1,1,0,neutral
4079,24,1,1,0,1,0,0,neutral
12911,20,1,0,2,2,1,0,positive
7082,17,0,0,0,1,1,0,positive
3101,15,0,1,0,0,0,0,neutral
2642,29,1,0,0,2,0,0,positive
11796,23,0,1,0,0,0,0,neutral
8735,23,0,0,0,1,0,0,positive
3111,18,0,1,0,1,0,0,positive
6710,22,1,0,0,0,0,0,neutral
6122,32,0,0,1,0,0,0,positive
5256,30,0,0,2,0,0,0,neutral
1044,22,1,0,0,0,0,0,positive
10176,26,0,0,0,1,0,0,positive
4305,16,2,0,0,0,0,0,neutral
8554,11,1,0,0,1,0,0,neutral
12252,21,0,0,0,0,0,0,neutral
3400,18,0,0,0,0,0,0,negative
12818,30,0,0,0,0,0,0,negative
7254,18,0,2,0,0,1,0,positive
13779,28,0,0,1,1,0,0,neutral
11564,22,0,0,0,0,1,0,neutral
6870,21,0,0,0,0,1,0,neutral
7045,23,1,0,1,0,0,0,positive
14030,24,0,0,0,2,1,0,positive
7544,22,0,0,0,0,0,0,negative
14169,20,0,0,0,0,0,0,negative
745,26,0,1,0,0,0,0,negative
13963,21,1,1,1,2,0,0,positive
8964,11,1,0,0,1,0,0,positive
12329,20,1,0,0,0,0,0,positive
4343,20,0,0,1,2,0,0,positive
11114,17,1,2,0,1,0,0,positive
15855,28,0,2,3,0,0,0,neutral
12097,11,0,0,0,0,0,0,positive
8409,20,0,0,0,0,0,0,neutral
9711,24,2,0,0,0,0,0,neutral
3601,23,0,0,3,2,1,0,neutral
229,22,4,0,0,0,0,0,positive
6094,22,0,1,1,0,0,0,neutral
3135,21,0,0,1,0,0,0,neutral
16,26,0,0,1,1,0,0,neutral
10226,23,0,0,2,2,0,0,neutral
15393,23,0,0,1,0,1,0,neutral
10549,28,0,0,0,0,0,0,positive
15920,15,1,0,0,0,0,0,neutral
12067,29,1,0,0,0,0,0,neutral
9722,27,1,0,0,0,0,0,positive
7543,16,0,0,0,0,0,0,neutral
3697,19,0,0,0,0,0,0,positive
12878,26,0,0,0,0,1,0,neutral
7427,24,0,0,1,1,0,0,neutral
5751,23,0,0,1,2,0,0,positive
13305,19,0,0,0,3,0,0,positive
6071,18,1,0,1,0,1,0,neutral
5027,17,1,0,1,0,0,0,neutral
5213,25,0,0,1,1,0,0,neutral
11026,18,2,1,1,1,0,0,positive
6260,17,0,0,0,1,1,0,neutral
536,28,0,1,2,0,1,0,negative
15862,28,1,0,0,3,0,0,negative
15039,13,0,0,0,1,0,0,neutral
2903,18,0,0,1,1,0,0,positive
5449,24,0,0,1,0,1,0,neutral
3036,14,1,0,1,0,0,0,positive
9873,31,0,0,1,0,1,0,positive
11894,25,0,0,0,0,1,0,neutral
12711,31,0,2,1,0,0,0,positive
15407,16,1,0,0,0,0,0,negative
11773,18,0,0,0,4,0,0,negative
8422,19,0,0,0,2,1,0,positive
13499,17,0,0,0,0,0,0,neutral
9871,26,3,0,1,0,0,0,neutral
7086,17,0,1,0,0,0,0,positive
5134,24,0,2,2,1,1,0,neutral
20,21,1,0,3,0,0,0,neutral
15196,19,0,1,1,0,0,0,neutral
14259,13,1,0,0,0,0,0,neutral
14585,25,0,0,1,0,0,0,neutral
1367,24,0,0,0,0,1,0,neutral
6358,30,0,1,5,0,0,0,neutral
9831,10,0,0,0,0,0,0,neutral
7395,23,0,0,1,0,0,0,negative
14752,21,0,1,1,0,0,0,positive
9414,21,0,0,0,0,1,0,neutral
7113,28,0,0,0,0,1,0,negative
11645,18,0,0,0,0,0,0,negative
13169,26,0,0,5,9,0,0,positive
11044,27,0,0,4,0,1,0,neutral
8272,21,0,0,1,1,0,0,positive
5309,20,0,0,1,2,0,0,positive
884,9,1,0,0,0,0,0,neutral
1251,23,0,1,0,3,0,0,neutral
14054,34,0,1,6,0,0,0,neutral
4134,29,0,0,0,0,0,0,neutral
2771,24,0,1,0,0,0,0,positive
15792,24,0,0,0,0,1,0,neutral
10723,22,0,0,3,0,1,0,neutral
10471,25,0,0,3,1,0,0,neutral
768,16,0,0,0,0,0,0,positive
11452,21,0,0,0,0,1,0,negative
5099,28,0,1,2,0,0,0,neutral
15398,20,1,0,0,1,0,0,positive
13798,21,0,1,0,0,0,0,positive
13915,30,1,0,0,1,0,0,positive
1636,16,4,0,1,2,0,0,positive
14218,9,1,0,1,1,0,0,neutral
10359,27,0,0,2,0,1,0,positive
2751,27,0,0,1,0,1,0,neutral
8261,25,0,0,2,0,0,0,neutral
7378,28,0,0,0,1,0,0,positive
15764,28,0,0,1,0,0,0,positive
14638,25,0,0,0,0,0,0,positive
7775,14,1,0,2,1,0,0,positive
895,31,1,0,0,1,0,0,negative
10864,28,1,0,0,0,0,0,negative
8352,8,0,0,0,0,0,0,positive
9748,27,1,0,0,2,0,0,positive
3765,24,0,0,1,0,0,0,neutral
13501,22,0,1,0,0,1,0,positive
10129,18,0,0,0,1,0,0,positive
3801,25,1,0,0,0,0,0,positive
1889,25,0,0,0,0,2,0,neutral
14250,20,2,0,0,0,0,0,neutral
12147,29,0,0,1,1,2,0,positive
4219,25,1,0,0,0,0,0,positive
6600,25,0,0,0,0,0,0,positive
5324,22,1,0,2,0,0,0,neutral
2520,23,0,0,0,0,0,0,neutral
13766,22,0,0,0,2,0,0,positive
2546,16,0,0,0,1,0,0,positive
3939,11,0,1,0,0,0,0,neutral
833,23,0,0,1,0,1,0,neutral
4972,21,1,0,0,1,0,0,positive
4904,27,0,0,0,1,1,0,positive
12278,27,0,0,1,1,1,0,neutral
12011,22,0,0,1,0,0,0,neutral
10847,20,0,0,3,0,1,0,neutral
13700,20,0,0,1,0,1,0,negative
13937,23,0,1,0,0,1,0,neutral
4875,23,0,1,0,0,1,0,neutral
14149,17,1,0,1,2,1,0,positive
8172,26,0,0,0,2,0,0,neutral
12047,20,1,0,1,0,0,0,positive
12337,21,0,0,0,0,0,0,negative
5625,24,0,0,2,0,1,0,positive
3553,23,0,0,0,0,0,0,neutral
6871,20,1,1,0,0,0,0,positive
6469,22,0,0,3,0,0,0,positive
12797,19,0,0,0,0,0,0,neutral
12332,17,1,0,0,0,0,0,neutral
328,23,1,0,1,2,0,0,positive
1111,26,1,0,0,1,0,0,neutral
826,24,0,0,2,0,0,0,neutral
7405,20,1,0,0,1,0,0,negative
6582,21,0,1,1,0,0,0,neutral
15464,18,1,0,0,2,0,0,positive
202,22,0,0,0,1,1,0,positive
6365,14,0,0,0,1,0,0,neutral
14705,10,0,0,0,0,0,0,neutral
12481,22,0,0,0,0,0,0,positive
10431,26,0,0,12,7,0,0,positive
534,25,0,0,2,1,0,0,neutral
11410,21,0,0,1,0,0,0,neutral
4400,24,0,1,1,0,0,0,neutral
11532,24,0,0,1,0,1,0,neutral
8117,19,0,0,0,0,0,0,negative
2292,21,1,0,1,1,1,0,positive
3493,17,0,0,0,1,0,0,neutral
2173,23,0,0,2,0,1,0,negative
9434,25,0,0,2,0,0,0,neutral
714,18,0,0,0,0,1,0,positive
8119,20,0,0,2,0,1,0,neutral
6079,18,0,0,1,0,1,0,neutral
12358,10,0,1,0,0,0,0,positive
2020,29,0,0,0,1,0,0,neutral
6461,22,0,0,2,0,1,0,neutral
8387,22,0,0,0,1,0,0,neutral
13342,29,0,0,0,0,1,0,neutral
7058,24,0,0,1,0,0,0,positive
12615,24,0,0,1,0,1,0,negative
3582,14,1,0,0,0,0,0,positive
324,10,0,0,0,0,0,0,neutral
10038,28,0,0,1,0,1,0,neutral
13242,25,0,0,0,0,2,0,neutral
15423,26,1,0,2,1,0,0,positive
872,27,0,1,0,0,1,0,neutral
10451,28,0,2,2,6,0,0,positive
15723,23,0,0,1,0,1,0,positive
10175,21,0,0,1,0,1,0,neutral
9342,28,0,0,2,1,0,0,negative
10086,21,0,1,0,0,0,0,positive
7125,27,1,0,0,2,0,0,positive
2353,6,0,0,2,5,0,0,positive
14369,23,0,0,0,1,1,0,positive
11754,24,0,0,2,4,1,0,positive
9656,25,0,0,0,2,1,0,positive
6754,8,0,0,0,0,0,0,neutral
10621,29,1,0,1,0,0,0,negative
12576,23,0,0,0,0,0,0,neutral
2701,20,3,1,2,0,1,0,neutral
7497,28,0,0,0,0,1,0,positive
13975,14,0,0,0,0,0,0,positive
5075,22,0,0,0,0,1,0,neutral
4686,25,0,2,1,0,0,0,positive
5336,23,0,1,1,0,0,0,negative
3598,27,1,0,1,0,0,0,neutral
5212,24,0,0,0,0,1,0,positive
7776,23,0,0,0,1,0,0,positive
2366,28,2,0,1,0,0,0,neutral
8240,17,2,0,0,3,0,0,positive
11660,12,1,0,0,0,0,0,positive
10658,25,0,1,0,1,0,0,negative
3483,18,1,0,0,1,0,0,neutral
5811,21,0,1,2,2,0,0,neutral
2587,5,0,0,0,1,0,0,positive
12695,27,0,0,2,4,0,0,positive
5558,26,0,0,0,1,0,0,positive
13074,21,1,0,0,0,0,0,positive
8669,13,0,0,0,0,0,0,neutral
13549,22,0,0,0,3,0,0,positive
15303,31,0,1,0,0,0,0,neutral
10811,18,1,1,0,0,0,0,positive
3188,25,0,0,1,2,0,0,neutral
4094,19,1,0,0,0,0,0,neutral
7149,15,0,0,0,0,0,0,neutral
5232,28,0,0,0,0,0,0,positive
8883,23,1,0,0,0,0,0,positive
7195,23,0,0,1,0,1,0,positive
15507,22,0,0,0,0,1,0,negative
1875,27,0,1,0,0,0,0,neutral
10536,14,1,0,1,2,0,0,negative
15998,19,1,0,0,0,1,0,neutral
14561,25,1,0,0,1,0,0,neutral
5107,17,0,8,0,1,1,0,neutral
3312,13,0,0,1,0,0,0,neutral
14610,19,1,1,0,1,0,0,positive
5011,19,0,0,0,0,1,0,negative
11063,22,0,0,0,0,0,0,positive
11557,14,0,0,0,0,0,0,negative
9323,11,0,0,0,0,0,0,neutral
4420,15,4,0,2,4,0,0,neutral
14389,26,0,0,0,0,1,0,positive
2270,23,1,0,0,0,0,0,positive
14517,24,0,2,1,0,0,0,positive
2350,8,0,0,0,0,0,0,positive
13405,22,0,3,0,0,0,0,negative
7624,20,0,0,0,2,0,0,positive
5830,18,1,0,0,4,0,0,positive
2409,22,0,1,0,1,1,0,positive
185,16,0,0,0,0,0,0,positive
8703,26,0,0,0,0,1,0,positive
13467,12,0,0,2,0,0,0,neutral
3633,22,0,0,0,0,0,0,positive
5518,18,1,0,0,0,0,0,positive
15858,22,2,0,1,0,0,0,neutral
10411,9,0,2,1,1,0,0,neutral
5003,22,1,0,2,1,0,0,positive
6781,19,0,0,1,1,0,0,positive
12816,24,0,0,4,2,0,0,positive
7407,24,1,0,1,0,0,0,negative
12476,17,0,0,0,0,0,0,neutral
12426,26,2,0,3,0,0,0,neutral
1557,15,1,0,1,2,0,0,neutral
8928,24,0,0,2,0,0,0,positive
5301,16,0,1,6,1,0,0,positive
10650,13,0,0,0,3,0,0,positive
12465,25,1,0,3,0,0,0,positive
10962,23,2,0,1,1,0,0,positive
7666,24,0,0,1,0,0,0,positive
13444,19,1,1,0,2,0,0,positive
3424,24,0,0,1,0,0,0,positive
15662,26,1,1,1,1,0,0,positive
4507,24,1,1,0,1,0,0,positive
8256,28,0,0,0,0,0,0,negative
14747,21,0,0,1,0,0,0,positive
11969,26,0,0,1,1,0,0,positive
14448,26,0,0,1,0,0,0,positive
14015,17,0,1,0,2,0,0,positive
4105,20,0,0,0,0,0,0,positive
10312,19,0,0,0,1,0,0,negative
6350,28,0,1,0,1,0,0,neutral
5509,12,0,0,0,1,0,0,positive
14983,21,1,0,1,3,0,0,positive
11333,17,0,0,1,3,0,0,negative
8561,22,1,1,2,0,0,0,positive
4298,27,0,1,0,0,0,0,positive
12034,28,1,0,1,0,0,0,negative
2064,26,0,0,1,2,0,0,positive
7023,20,0,0,0,0,0,0,neutral
15212,24,1,0,1,2,0,0,positive
2481,13,1,0,0,1,0,0,neutral
8565,28,2,0,4,1,0,0,positive
5450,18,0,0,0,0,0,0,negative
8408,17,0,0,1,2,0,0,neutral
7147,11,0,0,0,0,0,0,positive
10172,27,0,0,8,3,0,0,positive
10987,10,0,2,1,0,0,0,negative
2056,24,2,0,1,1,0,0,positive
7398,17,0,0,1,0,0,0,negative
15743,15,0,0,0,0,0,0,negative
10,23,0,2,1,4,0,0,negative
13657,21,1,0,0,2,0,0,positive
15463,21,3,1,1,0,0,0,negative
9177,25,0,0,2,0,0,0,neutral
13945,20,1,0,0,0,0,0,positive
8210,20,0,1,0,0,0,0,positive
4282,28,0,0,0,0,0,0,negative
2216,21,0,2,2,0,0,0,positive
827,20,0,0,0,1,0,0,positive
8457,10,0,0,1,0,0,0,positive
13448,24,1,0,0,0,0,0,negative
372,12,1,0,0,0,0,0,positive
9495,23,1,0,0,0,0,0,positive
14171,22,0,0,2,1,0,0,positive
14968,21,0,0,1,1,0,0,positive
11625,26,0,0,0,0,0,0,neutral
1596,9,0,0,0,0,0,0,neutral
6794,9,0,0,0,1,0,0,neutral
1819,27,1,0,2,0,0,0,neutral
14881,24,0,1,0,1,0,0,neutral
8046,22,1,0,0,1,0,0,neutral
15203,23,0,0,0,2,0,0,neutral
6786,22,0,1,4,0,0,0,positive
