,tweet_created_at,tweet_full_text,text_clean
2904,Fri Sep 07 16:10:02 +0000 2018,"You can’t figure out the next step until you take this one.  A Valenciaism to live by. 🤔😉
#JustDoIt #Motivation #FridayMotivation #FridayFeeling #BlessedNotStressed",can’t figur next step take one valencia live 🤔😉 justdoit motiv fridaymotiv fridayfeel blessednotstress
4270,Fri Sep 07 16:10:02 +0000 2018,Basically. #JustDoIt. #Nike https://t.co/13vGiZQmni,basic justdoit nike
3067,Fri Sep 07 16:09:31 +0000 2018,I love this! Thank you @Nike and @Kaepernick7 #JustDoIt https://t.co/ZqZtIIBbaX,love thank justdoit
3774,Fri Sep 07 16:09:28 +0000 2018,@HiMyNameIsSeton I want them to run ad on Fox and friends and Hannity to watch president shit himself. #JustDoIt #Nike,want run ad fox friend hanniti watch presid shit justdoit nike
1372,Fri Sep 07 16:09:28 +0000 2018,I love how everyone has made themselves apart of the latest Nike campaign. #JustDoIt,love everyon made apart latest nike campaign justdoit
1717,Fri Sep 07 16:09:21 +0000 2018,Great morning BELLievers... Give them something to talk about today. Your standard should inspire zeal not comfort... #Nike #justdoit #gains #fitness #bodybuilding #Friday #health… https://t.co/bmpT1WVzVV,great morn belliev give someth talk today standard inspir zeal not comfort nike justdoit gain fit bodybuild friday health…
2748,Fri Sep 07 16:09:18 +0000 2018,Imma just leave this here #nike #JustDoIt https://t.co/UbMkEjHqmn,imma leav nike justdoit
2899,Fri Sep 07 16:09:04 +0000 2018,"In tears, these responses are GOLD! #JustDoIt  https://t.co/GjVNJRn6wS",tear respons gold justdoit
770,Fri Sep 07 16:08:57 +0000 2018,"@KarltonLondon, how do you make pictures with #Justdoit",make pictur justdoit
1084,Fri Sep 07 16:08:56 +0000 2018,"@realDonaldTrump Nike,like all of us,has freedom to express our own beliefs.They #JustDoIt is Democracy. Like the Many ventures in life, we take-chances,some for gain, and others for principle. It was a chance they were willing to take, and they shouldn’t be chastised. 
We reap what we sow.",nike like us freedom express belief justdoit democraci like mani ventur life take chanc gain other principl chanc will take shouldn’t chastis reap sow
4792,Fri Sep 07 16:08:53 +0000 2018,Well they aren’t monarchs but they sure are grass stained #JustDoIt https://t.co/FwAFqFhVXc,well aren’t monarch sure grass stain justdoit
1491,Fri Sep 07 16:08:32 +0000 2018,"Sending a major shout out to all of our friends at @WiedenKennedy &amp; @parkpictures for their work on the powerful new #DreamCrazy campaign for @Nike feat @Kaepernick7.

The spot showcases the power of filmmaking &amp; advertising and the tremendous impact we can all make.  #JustDoIt https://t.co/vul5hFionw",send major shout friend amp work power new dreamcrazi campaign feat spot showcas power filmmak amp advertis tremend impact make justdoit
3473,Fri Sep 07 16:08:11 +0000 2018,"But hey, keep on burning those shoes! Y'all's loss is Nike's gain! 🤣https://t.co/KFOG4iDsJj   #JustDoIt",hey keep burn shoe loss nike gain justdoit
462,Fri Sep 07 16:08:00 +0000 2018,"@realDonaldTrump Keep on saying negative stuff about #nike , because you’re pushing their stock back up. Continue to #justdoit and the stock will surpass it’s all time high!",keep say neg stuff nike you’r push stock back continu justdoit stock surpass it’ time high
1133,Fri Sep 07 16:07:47 +0000 2018,@DanielleLuv00 Make sure they Nike 😂 #justdoit ✔️,make sure nike justdoit ✔️
1337,Fri Sep 07 16:07:41 +0000 2018,Just a reminder that if you’re heading out to Corinth tonight for football consider coming to watch girls hockey take on the Tomahawks at 4:15 with a JV game following. The game will take place behind the Corinth Elementary School. Hope to see you there!! #justdoit,remind you’r head corinth tonight footbal consid come watch girl hockey take tomahawk jv game follow game take place behind corinth elementari school hope see justdoit
4832,Fri Sep 07 16:07:31 +0000 2018,@Kaepernick7 I salute #justdoit and to those human beings burning their #bikes that they already paid for - why couldn’t they all just donate those shoes to those that don’t even know what a shoe is? #burnyournike is the most ridiculous movement ever for 2018.,salut justdoit human be burn bike alreadi paid couldn’t donat shoe don’t even know shoe burnyournik ridicul movement ever
917,Fri Sep 07 16:07:21 +0000 2018,"Just ended a 30 year friendship with a Caucasian acquaintance because she's tired of hearing about Nike ads, race and Black people's protests for equality. Her solution? Cross-burnings and lynchings of Black men. 
This is where we are in 2018...

#JustDoIt https://t.co/5x9kjZPDza",end year friendship caucasian acquaint tire hear nike ad race black peopl protest equal solut cross burn lynch black men justdoit
1985,Fri Sep 07 16:07:16 +0000 2018,".@KimOlson4TxAg, our Dem candidate for Texas Commissioner of Agriculture-
""Believe in something, even if it means being the only Democrat in the neighborhood."" #JustVote #JustDoIt #UniteBlue #VoteBlue #GOTV #TurnTexasBlue #FlipTxBlue #TheResistance https://t.co/4IcNsATo40",dem candid texa commission agricultur believ someth even mean democrat neighborhood justvot justdoit uniteblu voteblu gotv turntexasblu fliptxblu theresist
761,Fri Sep 07 16:07:11 +0000 2018,"Don’t ask if you’re dreams are crazy, ask if they’re crazy enough #justdoit",don’t ask you’r dream crazi ask they’r crazi enough justdoit
582,Fri Sep 07 16:06:58 +0000 2018,"@aseeger3 @TeedIsMe @jillosophy @FredMer39027021 @jimbo_always @LibturdSmasher @SCBelle6 @GeanineC @David_MagaUSA @Freed0mFirst @NaceBeth @fightinirish109 @dybarb @youlosenordys @RealBiddle @WillOfThePeopl5 @AmericanLaoch @Dr_Kaco @KevinMarriageDr @ElderLansing @byteflyer @Baby___Del @Satchalistic1 @Mongo444444 @The2ndA @J_MAGA @willthomas_80 @BillNJenGreen15 @mericusnation @Patriotmom2one @raypjrone @AshleyW838 @MakeNEGrrAgain @clintonhill889 @SandySega @BlackfootJon2 @imf_hunt @isis_ghost @TheUKDude1 @Briteeye777 @Red_Baron63 @Smhulk1 @Tallie14211271 @RokkerFiveOne @RealCharlesMoon @EasyGoLance @sherryteal3 @pattyann2358 It did no good. See the trouble that #ColinKaepernick started with his #TakeAKnee BS. People want to praise him and diss those who aren't. There are better ways to protest than to disrespect the nation.
#Nike #NikeBoycott #BoycottNike #NikeAd #JustDoIt #NFL #Kaepernick",no good see troubl colinkaepernick start takeakne bs peopl want prais diss better way protest disrespect nation nike nikeboycott boycottnik nikead justdoit nfl kaepernick
1023,Fri Sep 07 16:06:56 +0000 2018,"I’m gonna start buying Sneakers #Nike #JustDoIt @ Kansas City, Missouri https://t.co/589CoiMuLb",i’m gonna start buy sneaker nike justdoit kansa citi missouri
3197,Fri Sep 07 16:06:49 +0000 2018,"200 smoooooooth writing/drawing pages are calling your name - have you ordered your custom, handcrafted journal?

👑 https://t.co/dioZH3nSRk 👑

#FridayFeeling #FridayMotivation #Handcrafted #Custom #Journal #EtsySeller #Writer #JustDoIt #GiftIdea #Birthday #BackToSchool #Support https://t.co/Q2Cb9jWZzh",smoooooooth write draw page call name order custom handcraft journal fridayfeel fridaymotiv handcraft custom journal etsysel writer justdoit giftidea birthday backtoschool support
4673,Fri Sep 07 16:06:47 +0000 2018,Let’s go team. Love continues to win. ❤️ ⁦@Kaepernick7⁩ #JustDoIt  https://t.co/DoKBrQpxyM https://t.co/gH4oL9ncOS,let’ go team love continu win ❤️ ⁦⁩ justdoit
1688,Fri Sep 07 16:06:46 +0000 2018,This campaign is BRILLIANT! Read about it. Your card will ONLY be charged IF @SenatorCollins votes to confirm Kavanaugh. $20.20 is a small price to pay to right this potential wrong. #JustDoIt https://t.co/AhfvnTwitD,campaign brilliant read card charg vote confirm kavanaugh small price pay right potenti wrong justdoit
507,Fri Sep 07 16:06:20 +0000 2018,".When you feel compelled to #TakeAKnee - drown out theDog whistles @realDonaldTrump; #FOCUS making sure you’re on theRightSide of theTrack &amp; #JustDoIt @Nike &amp; @NFL

Let NOT theBlood, sweat &amp; tears of your ancestry B put2SHAME nor let it B a labor N vain for it is a labor of #LOVE",feel compel takeakne drown thedog whistl focu make sure you’r therightsid thetrack amp justdoit amp let not theblood sweat amp tear ancestri putsham let labor vain labor love
1029,Fri Sep 07 16:06:15 +0000 2018,@realDonaldTrump Obviously Nike is thinking. It is brilliant. Unlike yourself who is incable of a thought or understanding what taking a knee means. AMERICANS LOVE #NIKE #justdoit,obvious nike think brilliant unlik incabl thought understand take knee mean american love nike justdoit
4202,Fri Sep 07 16:06:13 +0000 2018,Yust do it!! #NikeAd #MexicanProblems #Latino #Nike #Kaepernick #JustDoIt #Immigration #BorderPatrol https://t.co/3sEtEkQiM6,yust nikead mexicanproblem latino nike kaepernick justdoit immigr borderpatrol
3889,Fri Sep 07 16:05:59 +0000 2018,"@realDonaldTrump Russia really could care how you talk. That's why you were handed the election. In fact the less you tweet-speak the better.
BTW- have you watched the movie: #AllThePresidentsMen lately? #JustDoIt",russia realli could care talk hand elect fact less tweet speak better btw watch movi allthepresidentsmen late justdoit
2813,Fri Sep 07 16:05:49 +0000 2018,"@realDonaldTrump THEY ARE thinking about the GREATNESS in EVERY SINGLE ONE! Something that YOU are incapable of comprehending!
Too bad!
#JustDoIt 
👊💙🇺🇸💙👊🦋",think great everi singl one someth incap comprehend bad justdoit 👊💙🇺🇸💙👊🦋
4985,Fri Sep 07 16:05:42 +0000 2018,Adopt a homeless pet. Even if it means sacrificing every shoe. #JustDoIt #AdoptDontShop https://t.co/pJ3bKceb2X,adopt homeless pet even mean sacrif everi shoe justdoit adoptdontshop
3799,Fri Sep 07 16:05:40 +0000 2018,"Still got my white &amp; navy blue ones in the basement, okay! Lmfao #Nike #JustDoIt https://t.co/gkbl3qHKBm",still got white amp navi blue one basement okay lmfao nike justdoit
2327,Fri Sep 07 16:05:37 +0000 2018,This was from 5 years ago! But works so well today lol #nike #justdoit https://t.co/YbP7BtJfeR,year ago work well today lol nike justdoit
3964,Fri Sep 07 16:05:18 +0000 2018,😂😂😂😂 #JustDoIt #nba if you can't beat them. Join them. https://t.co/1raBZy8sTV,😂😂😂😂 justdoit nba beat join
1187,Fri Sep 07 16:05:16 +0000 2018,Locked to #99Jamz @99JAMZ wi dhat babi @djhercules15 #JustDoIt,lock jamz wi dhat babi justdoit
2768,Fri Sep 07 16:05:08 +0000 2018,"#Dream #Crazy is the #BrandNew #marketing #campaign from @Nike 

The #video brings the #message ""Don't ask if your dreams are crazy. Ask if they're crazy enough.""
#justDoIt #Sports #Nike #Brand #Ad #TV #Advert #Digital #Sport #Inspire #YouCanDoIt #DreamBig
https://t.co/Ast9dPiV9s",dream crazi brandnew market campaign video bring messag ask dream crazi ask crazi enough justdoit sport nike brand ad tv advert digit sport inspir youcandoit dreambig
4438,Fri Sep 07 16:04:56 +0000 2018,So I am watching golf and @Nike has some unemployed wannabe walking around talking. #JustDoIt #NeededAJob,watch golf unemploy wannab walk around talk justdoit neededajob
987,Fri Sep 07 16:04:39 +0000 2018,"#JustDoIt

Wow guys 😭😭😭😭 https://t.co/pmb6qZAw4u",justdoit wow guy 😭😭😭😭
3576,Fri Sep 07 16:04:35 +0000 2018,"Next footie boots would be Nike
It's about time too...

That's what advertisement does to ya

#JustDoIt",next footi boot would nike time advertis ya justdoit
2600,Fri Sep 07 16:04:32 +0000 2018,#JustDoIt #TakeAKnee — at Nike Clearance Store https://t.co/hjCtsQx3LK,justdoit takeakne nike clearanc store
1267,Fri Sep 07 16:04:31 +0000 2018,#Justdoit #Onejob streaming everywhere 😂 @ImalilTcup https://t.co/zklDkZBP4e,justdoit onejob stream everywher
860,Fri Sep 07 16:04:24 +0000 2018,✔ JUST DO IT #JustDoIt 😂😂 https://t.co/yk1kDdPcUw,justdoit 😂😂
3511,Fri Sep 07 16:04:22 +0000 2018,"Greatness requires sacrifice
#savage #sacrafice #justdoit✔️ https://t.co/U3gYg06P4h",great requir sacrific savag sacrafic justdoit✔️
4958,Fri Sep 07 16:04:09 +0000 2018,"#IStandWithICE @ICEgov #JustDoIt #BringItOn #MAGA
#AmericaFirst #IllegalAliens are CRIMINALS 
#BuildThatWallNow #BuildTheWall #SecureOurBorders #BorderPatrol #WaitYourTurn Vote RED! #KAG https://t.co/dBqxTEl0Gz",istandwithic justdoit bringiton maga americafirst illegalalien crimin buildthatwallnow buildthewal secureourbord borderpatrol waityourturn vote red kag
4423,Fri Sep 07 16:04:08 +0000 2018,"Hey @FastCompany check this one out!  

We had to (just) do it. #picasso #nike #homage #branding #artistquotes #justdoit #artiseverywhere #relaxitsjustart #jointheculture #reddotculture https://t.co/7JdToiOqUc",hey check one picasso nike homag brand artistquot justdoit artiseverywher relaxitsjustart jointhecultur reddotcultur
2222,Fri Sep 07 16:04:03 +0000 2018,@realDonaldTrump IMPEACH!! #JustDoIt,impeach justdoit
5084,Fri Sep 07 16:03:51 +0000 2018,"Nike should have put @realDonaldTrump on the ad. Then I would not be boycotting Nike.#BoycottNike
#JustDoIt
https://t.co/YrAaaOzvXd",nike put ad would not boycot nike boycottnik justdoit
3496,Fri Sep 07 16:03:48 +0000 2018,"@WorlMedia They won't be missed
😂😂😂

#JustDoIt",miss 😂😂😂 justdoit
1719,Fri Sep 07 16:03:26 +0000 2018,"Never stop moving. 

Don’t ask if your dreams are crazy. Ask if they’re crazy enough.

""Believe in something. Even if it means sacrificing everything.""

 #justdoit #dreamer #nike #nrc… https://t.co/Og1tMQtG7k",never stop move don’t ask dream crazi ask they’r crazi enough believ someth even mean sacrif everyth justdoit dreamer nike nrc…
3664,Fri Sep 07 16:03:07 +0000 2018,Seems to be the thing to be posting Black and White portraits. Gotta stand for something. You can’t drink all day if you don’t start in the morning. #justdoit https://t.co/KxKdno16Zk,seem thing post black white portrait gotta stand someth can’t drink day don’t start morn justdoit
3238,Fri Sep 07 16:02:58 +0000 2018,I’m sure @ImChelseaGreen will have her spot in a @WWE ring soon after listening to #EandCPodCastofAwesomeness I’m even more inspired by her will to #JustDoIt this woman is amazing 🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽❤️❤️❤️❤️❤️❤️Day1 fan riding with @ImChelseaGreen all the way,i’m sure spot ring soon listen eandcpodcastofawesom i’m even inspir justdoit woman amaz 🙌🏽🙌🏽🙌🏽🙌🏽🙌🏽❤️❤️❤️❤️❤️❤️day fan ride way
4526,Fri Sep 07 16:02:53 +0000 2018,"@Nike #justdoit #Nike #Dallas if you are going to climb, climb as high as you can! Peace all! https://t.co/zdjuiDxWDy",justdoit nike dalla go climb climb high peac
4967,Fri Sep 07 16:02:53 +0000 2018,"Ppl really think @nike cares if you stop buying? Trust and believe more ppl will buy nike, I know I bought two Nike products just this week. And I will buy more next week. #justdoit #fortheidoits",ppl realli think care stop buy trust believ ppl buy nike know bought two nike product week buy next week justdoit fortheidoit
4862,Fri Sep 07 16:02:52 +0000 2018,"NFL legend Peyton Manning tells Joe Rogan ""Beer Pot and Pizza""  #justdoit  NFL fist beating women. https://t.co/BU3ySfIyMq",nfl legend peyton man tell joe rogan beer pot pizza justdoit nfl fist beat women
1956,Fri Sep 07 16:02:41 +0000 2018,"Don't ask if your dreams are crazy
Ask
If they are crazy enough!

#IsupportKap
#JustDoIt https://t.co/EH5q9TV9YF",ask dream crazi ask crazi enough isupportkap justdoit
2739,Fri Sep 07 16:02:34 +0000 2018,"Calling a dream: “Crazy”. It’s not an insult, it’s a compliment. #JustDoIt",call dream “crazy” it’ not insult it’ compliment justdoit
4218,Fri Sep 07 16:02:31 +0000 2018,"... bring attention to their plight.
This is why I fully support Nike, and will be buying even more of their products. I get it, and so do millions of young people. I stand with them on the right side of history. 3/3  #ReasonOverIdeology #justdoit #Nike",bring attent plight fulli support nike buy even product get million young peopl stand right side histori reasonoverideolog justdoit nike
